https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDP,tradecount
1661472000000,2022-08-26,BTCUSDP,21462.51,32398.71,20222.95,20222.95,6.86839,150249.0589396,316
1661385600000,2022-08-25,BTCUSDP,21356.14,21747.55,21356.14,21623.39,0.82178,17758.5611066,87
1661299200000,2022-08-24,BTCUSDP,21497.94,21806.23,21261.09,21415.51,2.26015,48574.2888741,136
1661212800000,2022-08-23,BTCUSDP,21372.47,21674.02,20588.1,21560.28,1.53338,32704.2636858,123
1661126400000,2022-08-22,BTCUSDP,21447.46,21491.49,21010.43,21384.21,7.7441,163462.3790395,180
1661040000000,2022-08-21,BTCUSDP,21175.93,21773.74,21059.8,21514.83,2.82415,60394.0874643,134
1660953600000,2022-08-20,BTCUSDP,20879.88,21350.08,20203.01,21169.54,5.96524,126300.1194928,196
1660867200000,2022-08-19,BTCUSDP,23077.56,23077.56,20801.99,20801.99,17.06244,372991.0197317,384
1660780800000,2022-08-18,BTCUSDP,23397.82,23553.58,23217.09,23217.09,1.62703,38063.4630064,116
1660694400000,2022-08-17,BTCUSDP,23838.79,24389.01,23174.55,23328.09,3.65961,86363.6855211,165
1660608000000,2022-08-16,BTCUSDP,24109.84,24248.07,23144.01,23854.03,2.97477,71163.4712293,177
1660521600000,2022-08-15,BTCUSDP,24272.03,25200.0,22980.8,23785.89,4.31333,104626.3326497,232
1660435200000,2022-08-14,BTCUSDP,24431.18,24986.85,24151.9,24310.33,8.54031,208993.3058439,317
1660348800000,2022-08-13,BTCUSDP,24362.09,24873.39,24348.44,24380.36,5.08815,125582.0075751,160
1660262400000,2022-08-12,BTCUSDP,23815.3,25094.98,23651.39,24374.81,5.60417,134920.9983782,192
1660176000000,2022-08-11,BTCUSDP,23962.71,24895.0,23915.36,23918.33,5.59561,136035.5336112,276
1660089600000,2022-08-10,BTCUSDP,23121.3,24171.48,22800.0,23956.7,3.60665,84938.1114896,193
1660003200000,2022-08-09,BTCUSDP,23795.0,23885.7,23047.11,23246.27,4.13118,96385.5331692,124
1659916800000,2022-08-08,BTCUSDP,23190.76,24205.83,23168.17,23785.17,2.10504,50358.4533266,210
1659830400000,2022-08-07,BTCUSDP,22974.62,23399.35,22859.05,23168.17,3.68984,85604.9544584,541
1659744000000,2022-08-06,BTCUSDP,23304.58,23332.9,22982.13,23023.88,2.43224,56463.2234357,88
1659657600000,2022-08-05,BTCUSDP,22656.27,23389.9,22632.26,23168.06,4.51547,104365.0316999,79
1659571200000,2022-08-04,BTCUSDP,22833.04,23193.26,22435.79,22581.13,3.38627,77220.8194014,134
1659484800000,2022-08-03,BTCUSDP,22794.49,23588.55,22780.46,22783.87,4.79086,111903.3794467,79
1659398400000,2022-08-02,BTCUSDP,23247.73,23422.16,22686.0,22974.48,3.19903,73062.3015672,78
1659312000000,2022-08-01,BTCUSDP,23292.58,23516.96,22866.34,23322.66,2.61846,60828.212223,65
1659225600000,2022-07-31,BTCUSDP,23634.33,24167.18,23341.23,23410.94,2.25282,53388.8767675,59
1659139200000,2022-07-30,BTCUSDP,23784.53,24548.1,23562.38,23562.38,0.7074,17002.5209242,35
1659052800000,2022-07-29,BTCUSDP,23832.02,24370.0,23511.41,23876.69,2.71519,64971.3176561,114
1658966400000,2022-07-28,BTCUSDP,22942.07,24144.0,22720.31,23777.81,4.07919,94320.9643086,171
1658880000000,2022-07-27,BTCUSDP,21243.14,23014.89,21113.75,22843.59,7.02883,156992.3550229,134
1658793600000,2022-07-26,BTCUSDP,21331.79,21331.79,20764.27,21248.26,11.27359,237750.433789,244
1658707200000,2022-07-25,BTCUSDP,22629.74,22629.74,21338.18,21623.28,6.6978,145114.6836592,151
1658620800000,2022-07-24,BTCUSDP,22460.13,22937.0,22339.63,22663.57,2.67915,60813.7667883,64
1658534400000,2022-07-23,BTCUSDP,22731.06,22945.81,21872.28,22451.11,3.67633,82053.6486811,90
1658448000000,2022-07-22,BTCUSDP,23286.5,23700.01,22517.66,22720.43,65.09102,1496001.1227509,409
1658361600000,2022-07-21,BTCUSDP,22938.67,23276.17,22450.74,23163.32,4.14699,94954.8545506,108
1658275200000,2022-07-20,BTCUSDP,23326.69,24203.38,22789.61,23225.36,6.06471,142370.105863,151
1658188800000,2022-07-19,BTCUSDP,22486.49,23770.0,21615.35,23389.6,7.02556,158820.359926,181
1658102400000,2022-07-18,BTCUSDP,20798.66,22741.31,20798.66,22200.0,19.34212,422227.7415004,125
1658016000000,2022-07-17,BTCUSDP,21320.45,21566.22,20900.0,20945.65,4.32858,91619.5643033,106
