https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDP,tradecount
1657929600000,2022-07-16,BTCUSDP,20828.51,21540.0,20554.2,21150.03,3.9401,82521.0231398,91
1657843200000,2022-07-15,BTCUSDP,20439.36,21082.64,20411.5,20881.06,5.24304,109257.9159835,98
1657756800000,2022-07-14,BTCUSDP,20256.47,20813.14,19669.61,20490.96,2.38201,47998.0801899,70
1657670400000,2022-07-13,BTCUSDP,19439.83,20196.69,18792.32,20196.69,12.99454,254432.5045639,318
1657584000000,2022-07-12,BTCUSDP,19945.07,20033.97,19226.78,19274.87,7.81136,153278.1406208,154
1657497600000,2022-07-11,BTCUSDP,20761.71,20771.04,19935.18,19941.67,2.71665,55598.2628244,79
1657411200000,2022-07-10,BTCUSDP,21533.88,21533.88,20685.4,20839.16,5.86859,123348.8934057,112
1657324800000,2022-07-09,BTCUSDP,21539.55,21946.16,21412.57,21546.39,2.47584,53530.4500251,97
1657238400000,2022-07-08,BTCUSDP,21606.08,22495.21,21177.49,21589.82,7.26782,158619.0641727,534
1657152000000,2022-07-07,BTCUSDP,20498.8,21737.23,20306.42,21649.12,5.27878,111445.8886025,68
1657065600000,2022-07-06,BTCUSDP,20179.0,20585.08,19864.4,20562.66,2.16575,43660.2133722,51
1656979200000,2022-07-05,BTCUSDP,20260.52,20641.13,19363.22,20406.38,11.76373,237431.5340185,96
1656892800000,2022-07-04,BTCUSDP,19213.94,20229.68,19082.48,20223.99,3.4302,67732.1750257,52
1656806400000,2022-07-03,BTCUSDP,19199.02,19495.32,18871.82,19255.67,4.75899,91042.3123778,51
1656720000000,2022-07-02,BTCUSDP,19238.12,19312.74,19071.23,19307.58,0.92492,17786.506757,22
1656633600000,2022-07-01,BTCUSDP,19661.02,20621.45,18990.27,19252.58,17.8165,348875.1706095,218
1656547200000,2022-06-30,BTCUSDP,20089.33,20113.73,18690.26,19866.15,26.5641,516542.2857944,337
1656460800000,2022-06-29,BTCUSDP,20280.64,20388.47,19952.53,20080.85,12.61167,254195.4868255,135
1656374400000,2022-06-28,BTCUSDP,20758.28,21154.73,20211.77,20246.95,6.09543,125755.4720993,95
1656288000000,2022-06-27,BTCUSDP,21084.92,21489.22,20450.0,20674.4,3.0214,63072.1783373,109
1656201600000,2022-06-26,BTCUSDP,21379.94,21832.33,21011.91,21011.91,1.54065,32933.4776658,108
1656115200000,2022-06-25,BTCUSDP,21153.37,21552.04,20997.54,21470.97,2.22722,47317.1111998,106
1656028800000,2022-06-24,BTCUSDP,21060.43,21434.56,20621.73,21326.14,3.99569,84523.5441091,138
1655942400000,2022-06-23,BTCUSDP,19978.77,21117.06,19905.37,21111.0,1.4731,30238.9313691,70
1655856000000,2022-06-22,BTCUSDP,20462.81,20807.18,19824.74,19915.51,2.12106,43120.8384533,115
1655769600000,2022-06-21,BTCUSDP,20679.76,21620.93,20435.49,20595.88,5.40394,113622.6675827,145
1655683200000,2022-06-20,BTCUSDP,20413.07,20991.0,19750.14,20597.95,8.23422,166794.4327856,177
1655596800000,2022-06-19,BTCUSDP,19072.11,20665.18,17964.86,20559.38,7.92091,155679.3721373,249
1655510400000,2022-06-18,BTCUSDP,20605.88,23999.99,17603.81,19024.58,14.70224,277975.9931248,401
1655424000000,2022-06-17,BTCUSDP,20343.73,21226.97,20300.6,20424.37,5.68141,117102.1511735,112
1655337600000,2022-06-16,BTCUSDP,22481.99,22735.73,20304.2,20306.35,4.29673,90142.1821662,151
1655251200000,2022-06-15,BTCUSDP,22127.48,36119.6,20074.66,22409.17,11.19235,240615.9984885,435
1655164800000,2022-06-14,BTCUSDP,22520.04,23113.99,20950.05,22303.4,14.4721,319001.6034605,297
1655078400000,2022-06-13,BTCUSDP,26562.19,26562.19,21950.0,22446.24,34.35495,828444.9826508,441
1654992000000,2022-06-12,BTCUSDP,28496.56,28496.56,26540.98,26540.98,17.52732,481474.3526839,164
1654905600000,2022-06-11,BTCUSDP,29213.59,29353.75,28085.59,28268.06,10.17437,291274.7929474,123
1654819200000,2022-06-10,BTCUSDP,30001.23,30271.55,28861.08,29374.97,12.14823,360700.3569923,216
1654732800000,2022-06-09,BTCUSDP,30182.08,30636.84,29967.56,29977.1,6.12168,185106.0561513,83
1654646400000,2022-06-08,BTCUSDP,31158.05,31287.03,29879.54,30197.0,15.74713,479118.5891728,171
1654560000000,2022-06-07,BTCUSDP,31243.22,31500.0,29221.11,31249.68,13.79129,415701.6819145,283
1654473600000,2022-06-06,BTCUSDP,29903.21,31708.4,29903.21,31338.2,9.54909,298575.3421418,213
1654387200000,2022-06-05,BTCUSDP,29888.3,30088.0,29509.5,30028.59,0.69186,20666.1357232,46
1654300800000,2022-06-04,BTCUSDP,29650.87,29805.95,29416.54,29730.61,1.82891,54083.50251,98
1654214400000,2022-06-03,BTCUSDP,30390.18,30597.91,29259.21,29647.28,12.4579,370542.7687991,141
1654128000000,2022-06-02,BTCUSDP,29734.41,30591.18,29635.14,30557.92,5.17827,155868.8291493,122
1654041600000,2022-06-01,BTCUSDP,31726.0,31946.4,29381.53,29889.3,13.86348,421492.047253,214
1653955200000,2022-05-31,BTCUSDP,31690.27,32319.99,31215.35,31849.02,6.18053,195729.7132688,197
1653868800000,2022-05-30,BTCUSDP,29386.95,31970.2,29313.71,31704.5,12.57825,390263.2988434,454
1653782400000,2022-05-29,BTCUSDP,28955.64,29513.73,28818.4,29410.92,5.38898,156985.2464045,80
1653696000000,2022-05-28,BTCUSDP,28578.86,29136.2,28535.85,29059.68,5.39229,155272.4094618,90
1653609600000,2022-05-27,BTCUSDP,29276.07,29352.3,28300.2,28540.41,14.23436,408546.3851671,252
1653523200000,2022-05-26,BTCUSDP,29606.66,29816.51,28141.05,29157.56,12.62427,367220.4977977,320
1653436800000,2022-05-25,BTCUSDP,29732.07,30137.56,29298.24,29591.26,6.3046,187524.6338385,142
1653350400000,2022-05-24,BTCUSDP,29186.26,29711.86,28655.62,29662.82,19.54987,569125.8015484,216
1653264000000,2022-05-23,BTCUSDP,30208.92,30589.41,29008.9,29049.95,10.07663,299642.1408166,208
1653177600000,2022-05-22,BTCUSDP,29383.5,30391.14,29248.64,30281.53,5.41196,162305.0519719,153
1653091200000,2022-05-21,BTCUSDP,29208.12,29608.81,28934.94,29372.52,1.46141,42800.0659859,147
