https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDC,tradecount
1657670400000,2022-07-13,BTCUSDC,19309.06,20328.74,18900.0,20221.77,10094.86275,197522021.38168392,202991
1657584000000,2022-07-12,BTCUSDC,19948.74,20048.64,19212.01,19312.15,7515.45252,148254330.2218776,185589
1657497600000,2022-07-11,BTCUSDC,20849.45,20849.61,19862.9,19947.17,7321.60642,149646568.8521444,162715
1657411200000,2022-07-10,BTCUSDC,21580.39,21595.61,20645.64,20849.48,9342.03513,197328885.2356952,203829
1657324800000,2022-07-09,BTCUSDC,21574.24,21969.3,21312.19,21580.13,11073.76095,239202351.9776886,201042
1657238400000,2022-07-08,BTCUSDC,21613.9,22500.0,21167.77,21580.1,7797.37598,169730913.8037575,159035
1657152000000,2022-07-07,BTCUSDC,20543.14,21825.01,20240.55,21601.31,5913.86542,124001270.654575,103498
1657065600000,2022-07-06,BTCUSDC,20153.79,20653.0,19744.0,20543.51,3926.95308,79284953.9415342,76768
1656979200000,2022-07-05,BTCUSDC,20214.13,20733.3,19256.64,20156.88,5501.14564,109831766.4127037,102157
1656892800000,2022-07-04,BTCUSDC,19293.94,20326.59,19033.07,20211.75,4172.78047,81948464.5598183,78635
1656806400000,2022-07-03,BTCUSDC,19228.2,19628.23,18758.35,19290.38,2323.47037,44525857.9610553,50699
1656720000000,2022-07-02,BTCUSDC,19259.37,19467.87,18966.08,19228.05,3370.99814,64900905.1959709,61133
1656633600000,2022-07-01,BTCUSDC,19936.19,20886.99,18950.0,19256.66,6301.71901,123373182.0117614,115336
1656547200000,2022-06-30,BTCUSDC,20098.8,20145.5,18600.0,19919.48,6049.83377,116315093.0417644,114908
1656460800000,2022-06-29,BTCUSDC,20254.49,20452.27,19830.0,20096.63,4172.29809,83825016.1986171,80207
1656374400000,2022-06-28,BTCUSDC,20723.05,21185.0,20174.0,20256.61,3140.42328,64899454.0106884,64254
1656288000000,2022-06-27,BTCUSDC,21026.12,21522.72,20494.1,20724.08,3248.25805,68142934.4068126,68461
1656201600000,2022-06-26,BTCUSDC,21473.59,21894.22,20950.0,21026.12,3159.41294,67504860.1282655,77579
1656115200000,2022-06-25,BTCUSDC,21219.74,21595.34,20896.22,21479.27,2879.95629,61174594.7867534,77904
1656028800000,2022-06-24,BTCUSDC,21089.95,21598.16,20720.83,21216.27,4671.74599,98610039.1747077,99417
1655942400000,2022-06-23,BTCUSDC,19967.32,21209.14,19867.74,21089.36,5527.93358,113673561.0620758,120609
1655856000000,2022-06-22,BTCUSDC,20699.78,20872.7,19699.13,19965.47,6718.43765,136285627.2957441,146843
1655769600000,2022-06-21,BTCUSDC,20549.65,21699.98,20331.36,20699.78,8079.17544,170151751.2429561,152768
1655683200000,2022-06-20,BTCUSDC,20546.89,21050.98,19603.63,20548.56,7421.57214,151040716.9601857,150122
1655596800000,2022-06-19,BTCUSDC,18944.39,20800.0,17891.27,20548.64,8666.07494,167010113.7952617,166627
1655510400000,2022-06-18,BTCUSDC,20441.56,20749.77,17589.89,18945.39,13818.149072,260795108.57027763,210148
1655424000000,2022-06-17,BTCUSDC,20372.7,21337.16,20202.86,20440.73,6126.43343,126758471.4153969,123761
1655337600000,2022-06-16,BTCUSDC,22555.56,22978.83,20208.32,20373.88,6965.68715,149405400.2253464,159988
1655251200000,2022-06-15,BTCUSDC,22115.64,22787.7,20071.34,22555.75,13330.47681,282187232.0643588,242387
1655164800000,2022-06-14,BTCUSDC,22461.7,23326.52,20818.0,22111.51,13233.233461,292440889.278757,251191
1655078400000,2022-06-13,BTCUSDC,26554.24,26856.27,21903.55,22454.15,15264.288332,368038401.36210793,299542
1654992000000,2022-06-12,BTCUSDC,28394.14,28500.9,26528.0,26542.47,4546.48304,125249233.4456549,109396
1654905600000,2022-06-11,BTCUSDC,29062.21,29473.7,28077.67,28393.93,2720.32126,78014111.2349167,76436
